87298726,28155
87300065,28143
87301405,28148
87302744,28139
87304083,28147
87305422,28136
87306760,28152
87308101,28137
87309440,28149
87310779,28138
87312117,28149
87313457,28158
87314796,28145
87316135,28132
87317475,28146
87318814,28136
87320154,28146
87321493,28127
87322832,28147
87324551,28126
87325892,28133
87327233,28139
87328575,28143
87329916,28141
87331255,28141
87332593,28141
87333933,28145
87335272,28145
87336611,28148
87337951,28150
87339290,28138
87340628,28146
87341967,28152
87343307,28132
87344646,28142
87345986,28145
87347325,28141
87348663,28142
87350003,28138
87351342,28148
87352681,28146
87354020,28138
87355359,28138
87356698,28146
87358038,28131
87359377,28141
87360715,28128
87362055,28141
87363395,28136
87364734,28142
87366073,28131
87367412,28141
87368751,28141
87370090,28142
87371429,28141
87372768,28148
87375373,28134
87376713,28143
87378053,28138
87379392,28153
87380732,28150
87382071,28138
87383409,28138
87384749,28138
87386087,28149
87387426,28136
87388765,28148
87390104,28145
87391443,28146
87392782,28139
87394121,28138
87395460,28146
87396800,28145
87398140,28151
87399478,28136
87400818,28150
87402159,28144
87403497,28149
87404836,28131
87406176,28151
87407514,28136
87408854,28153
87410193,28140
87411532,28140
87412872,28133
87414210,28151
87415550,28132
87416889,28135
87418227,28145
87419567,28134
87420907,28140
87422246,28150
87423586,28149
87424925,28140
87426266,28156
87427606,28135
87428944,28147
87430284,28135
87431623,28149
87432962,28137
87434301,28147
87435640,28129
87436980,28138
87438319,28131
87439658,28149
87440997,28151
87442335,28138
87443675,28130
87445014,28151
87446353,28128
87447692,28146
87449031,28142
87450370,28137
87451709,28136
87453048,28131
87454387,28149
87455727,28135
87457066,28137
87458405,28131
87459743,28144
87461082,28140
87462422,28135
87463761,28124
87465100,28144
87466439,28127
87467779,28139
87469118,28128
87470457,28141
87471796,28133
87473135,28134
87474474,28126
87475813,28138
87477151,28127
87478491,28154
87479830,28133
87481551,28141
87482891,28132
87484234,28139
87485573,28136
87486915,28125
87488254,28147
87489593,28122
87490932,28139
87492270,28127
87493610,28136
87494950,28127
87496289,28137
87497628,28125
87498967,28148
87500306,28135
87501646,28142
87502985,28127
87504324,28140
87505663,28137
87507002,28149
87508341,28136
87510946,28135
87512287,28131
87513626,28138
87514965,28148
87516303,28129
87517643,28130
87518982,28141
87520321,28141
87521660,28134
87522999,28130
87524338,28133
87525678,28133
87527017,28133
87528356,28136
87529694,28139
87531034,28133
87532372,28147
87533711,28133
87535051,28143
87536390,28134
87537728,28126
87539068,28141
87540407,28114
87541746,28131
87543085,28139
87544425,28137
87545764,28131
87547102,28131
87548440,28138
87549779,28138
87551119,28135
87552458,28131
87553798,28134
87555137,28120
87556475,28142
87557814,28119
87559155,28134
87560494,28125
87561833,28146
87563173,28128
87564512,28135
87565851,28132
87567190,28141
87568529,28133
87569869,28135
87571208,28129
87572547,28132
87573885,28123
87575225,28139
87576564,28145
87577904,28143
87579242,28119
87580582,28136
87581920,28137
87583260,28141
87584599,28127
87585939,28131
87587278,28143
87588617,28125
87589956,28144
87591294,28135
87592634,28137
87593973,28136
87595313,28140
87596652,28134
87597991,28129
87599331,28139
87600670,28142
87602009,28134
87603347,28143
87604687,28141
87606026,28140
87607364,28133
87608704,28133
87610043,28135
87611382,28143
87612721,28132
87614061,28138
87615400,28137
87616738,28134
87618077,28138
87619417,28136
87620756,28139
87622094,28136
87623433,28140
87624773,28140
87626112,28134
87627451,28136
87628790,28133
87630129,28138
87631467,28130
87632806,28140
87634146,28140
87635485,28137
87637204,28143
87638545,28143
87639886,28132
87641227,28146
87642569,28139
87643910,28145
87646513,28142
87647853,28137
87649192,28147
87650532,28137
87651872,28158
87653211,28137
87654549,28146
87655889,28146
87657227,28148
87658566,28144
87659906,28150
87661245,28143
87662584,28149
87663923,28139
87665262,28137
87666601,28144
87667940,28149
87669279,28130
87670618,28142
87671957,28138
87673296,28142
87674635,28146
87675974,28147
87677313,28148
87678652,28142
87679991,28136
87681330,28137
87682671,28160
87684010,28143
87685348,28146
87686687,28146
87688027,28154
87689365,28135
87690705,28150
87692044,28146
87693383,28161
87694722,28142
87696060,28156
87697400,28146
87698739,28154
87700077,28126
87701417,28154
87702756,28147
87704095,28156
87705434,28150
87706773,28155
87708111,28143
87709451,28151
87710791,28155
87712131,28151
87713470,28143
87714811,28137
87716150,28155
87717489,28153
87718829,28155
87720168,28152
87721508,28152
87722846,28138
87724186,28162
87725525,28140
87726864,28150
87728203,28142
87729542,28154
87730881,28154
87732220,28151
87733559,28145
87734897,28152
87736236,28144
87737576,28147
87738915,28143
87740254,28148
87741593,28147
87742932,28146
87744271,28146
87745610,28136
87746949,28142
87748288,28141
87749627,28144
87750966,28132
87752305,28141
87753644,28125
87754984,28138
87756323,28128
87757662,28136
87759001,28126
87760340,28131
87761679,28127
87763017,28140
87764357,28152
87765695,28123
87767034,28126
87768373,28128
87769712,28124
87771050,28126
87772390,28113
87773729,28121
87775068,28119
87776407,28118
87777746,28128
87779085,28128
87781690,28119
87783031,28111
87784370,28121
87785709,28101
87787048,28118
87788386,28108
87789725,28115
87791064,28102
87792404,28117
87793742,28100
87796698,28084
87798041,28087
87799383,28096
87800723,28094
87802061,28090
87803401,28085
87804740,28091
87806079,28086
87807419,28092
87808758,28088
87810098,28088
87811437,28093
87812775,28083
87814115,28082
87815454,28086
87816793,28083
87818131,28083
87819471,28102
87820810,28092
87822149,28084
87823487,28091
87824827,28089
87826166,28095
87827505,28083
87828844,28096
87830183,28083
87831522,28086
87832861,28085
87834199,28087
87835539,28093
87836877,28076
87838217,28086
87839556,28085
87840895,28088
87842234,28090
87843573,28095
87844911,28077
87846251,28081
87847590,28088
87848929,28090
87850268,28086
87851606,28086
87852946,28088
87854285,28084
87855624,28088
87856963,28089
87858302,28072
87859641,28091
87860980,28080
87862319,28094
87863658,28085
87864998,28076
87866338,28078
87867677,28086
87869016,28083
87870356,28085
87871696,28082
87873035,28087
87874374,28089
87875713,28089
87877052,28086
87878391,28082
87879730,28079
87881068,28077
87882408,28094
87883747,28083
87885086,28089
87886424,28095
87887764,28081
87889103,28078
87890441,28088
87891781,28078
87893120,28095
87894459,28087
87895798,28094
87897136,28083
87898476,28082
87899815,28084
87901154,28087
87902493,28079
87903832,28091
87905170,28090
87906510,28085
87907849,28097
87909188,28079
87910527,28090
87911866,28087
87913205,28093
87914545,28079
87915884,28093
87918489,28098
87919829,28096
87921168,28086
87922506,28076
87923845,28083
87925184,28087
87926524,28095
87927862,28091
87929202,28085
87930541,28083
87931880,28100
87933219,28096
87934558,28091
87935897,28089
87937235,28101
87938578,28080
87939916,28094
87941256,28091
87942595,28096
87943934,28091
87945273,28098
87946612,28091
87947951,28088
87949290,28092
87951011,28091
87952352,28097
87953694,28085
87955036,28095
87956377,28087
87957716,28086
87959056,28092
87960394,28095
87961734,28103
87963073,28091
87964412,28087
87965753,28105
87967092,28088
87968431,28105
87969770,28093
87971109,28110
87972447,28100
87973787,28100
87975125,28084
87976465,28091
87977804,28096
87979142,28098
87980481,28086
87981821,28106
87983160,28084
87984499,28101
87985838,28102
87987177,28094
87988516,28093
87989855,28096
87991194,28088
87992532,28083
87993872,28102
87995211,28089
87996550,28097
87997889,28087
87999229,28105
88000568,28082
88001907,28101
88003246,28087
88004585,28105
88005923,28089
88007263,28095
88008602,28085
88009941,28101
88011280,28084
88012619,28096
88013958,28083
88015297,28096
88016636,28093
88017975,28094
88019314,28082
88020653,28093
88021993,28090
88023332,28083
88024671,28090
88026010,28081
88027351,28099
88028690,28082
88030029,28083
88031368,28082
88032706,28084
88034046,28085
88035385,28092
88036724,28081
88038062,28093
88039402,28099
88040740,28095
88042079,28082
88043419,28099
88044758,28083
88046097,28087
88047436,28086
88048776,28090
88050115,28093
88051454,28089
88054059,28082
88055399,28096
88056738,28101
88058077,28079
88059416,28098
88060755,28079
88062095,28088
88063434,28087
88064772,28084
88066112,28093
88067452,28085
88068791,28094
88070130,28085
88071469,28087
88072808,28098
88074147,28098
88075486,28080
88076825,28090
88078164,28094
88079503,28100
88080841,28093
88082181,28093
88083520,28102
88084859,28101
88086198,28094
88087537,28093
88088875,28092
88090215,28090
88091554,28095
88092892,28094
88094232,28094
88095571,28089
88096910,28091
88098249,28090
88099588,28094
88100927,28088
88102266,28096
88103605,28098
88104944,28088
88106664,28100
88108004,28086
88109344,28101
88110687,28099
88112027,28095
88113368,28091
88114707,28095
88116046,28098
88117385,28098
88118724,28090
88120064,28106
88121403,28092
88122743,28098
88124082,28095
88125421,28106
88126760,28095
88128099,28100
88129438,28096
88130777,28108
88132116,28094
88133455,28104
88134794,28096
88136134,28106
88137473,28095
88138812,28102
88140152,28091
88141491,28109
88142830,28090
88144169,28110
88145508,28100
88146847,28101
88148186,28110
88149525,28100
88150865,28094
88152204,28099
88153542,28102
88154882,28099
88156221,28100
88157559,28095
88158899,28108
88160238,28099
88161576,28118
88162916,28104
88164255,28112
88165594,28105
88166933,28115
88168272,28093
88169611,28109
88170950,28102
88172289,28118
88173628,28102
88174967,28113
88176306,28095
88177645,28109
88178985,28107
88180324,28104
88181663,28112
88183003,28107
88184343,28102
88185682,28097
88187021,28111
88189625,28103
88190965,28113
88192304,28100
88193643,28114
88194982,28094
88196321,28114
88197660,28108
88198999,28118
88200338,28108
88201677,28117
88203016,28105
88204354,28106
88205694,28102
88207032,28115
88208372,28099
88209711,28107
88211050,28113
88212389,28103
88213728,28121
88215066,28102
88216406,28119
88217746,28109
88219085,28114
88220424,28109
88221763,28113
88223102,28105
88224440,28112
88225781,28111
88227120,28107
88228460,28120
88229797,28109
88231137,28116
88232475,28118
88233815,28123
88235155,28112
88236494,28121
88237833,28098
88239172,28125
88240510,28120
88241850,28118
88243189,28108
88244528,28121
88245867,28114
88247206,28123
88248545,28114
88249884,28123
88251223,28118
88252562,28119
88253901,28109
88255240,28123
88256579,28122
88257918,28115
88259256,28111
88260596,28114
88261936,28121
88263657,28112
88264997,28131
88266339,28110
88267681,28123
88269022,28122
88270362,28119
88271701,28122
88273040,28122
88274378,28109
88275718,28120
88277057,28123
88278396,28133
88279735,28115
88281074,28132
88282412,28108
88283752,28119
88285091,28120
88286430,28124
88287768,28129
88289108,28130
88290447,28107
88291786,28130
88293125,28109
88294464,28121
88295804,28108
88297143,28120
88298482,28107
88299822,28130
88301161,28115
88302500,28123
88303839,28119
88305179,28122
88306518,28113
88307858,28119
88309196,28110
88310536,28113
88311875,28113
88313214,28108
88314553,28119
88315891,28118
88317231,28111
88318570,28095
88319908,28109
88321247,28096
88322588,28116
88325192,28100
88326532,28103
88327871,28095
88329210,28112
88330548,28088
88331888,28099
88333227,28093
88334566,28099
88335906,28130
88337245,28094
88338584,28091
88339923,28099
88341263,28083
88342602,28095
88343941,28093
88345280,28093
88346619,28086
88347957,28093
88349297,28086
88350636,28076
88351974,28082
88353314,28084
88354653,28076
88355992,28085
88357331,28073
88358670,28080
88360009,28071
88361348,28092
88362687,28076
88364025,28071
88365365,28075
88366704,28085
88368043,28072
88369382,28076
88370720,28095
88372060,28077
88373399,28067
88374739,28078
88376078,28070
88377417,28081
88378756,28078
88380095,28072
88381434,28057
88382773,28076
88384112,28065
88385451,28075
88386790,28066
88388129,28076
88389468,28077
88390807,28062
88392145,28080
88393484,28065
88394824,28088
88396163,28065
88397503,28078
88398842,28060
88400181,28068
88401519,28068
88402859,28085
88404198,28092
88405536,28064
88406876,28068
88408214,28064
88409554,28059
88410893,28071
88412231,28065
88413571,28064
88414910,28056
88416249,28060
88417588,28064
88419305,28069
88420645,28057
88421985,28050
88423327,28073
88424668,28057
88426010,28068
88427349,28065
88428689,28064
88430028,28056
88431367,28068
88432707,28054
88434046,28067
88435385,28068
88436724,28068
88438062,28088
88439402,28065
88440741,28062
88442080,28063
88443419,28057
88444758,28070
88446097,28056
88447437,28069
88448776,28066
88450118,28056
88451458,28063
88452798,28052
88454137,28049
88455476,28066
88456815,28056
88458154,28064
88460760,28050
88462100,28067
88463439,28057
88464777,28059
88466117,28058
88467456,28064
88468795,28059
88470134,28066
88471472,28066
88472812,28053
88474151,28054
88475490,28062
88476828,28072
