53209232,25511
53210571,25512
53211910,25513
53213249,25516
53214588,25508
53215927,25519
53217266,25509
53218605,25507
53219944,25512
53221283,25505
53222622,25510
53224339,25511
53225680,25511
53227020,25511
53228361,25521
53229702,25506
53231042,25511
53232380,25515
53233720,25510
53235059,25511
53236398,25502
53237738,25501
53239076,25506
53240416,25508
53241755,25510
53243094,25494
53244433,25506
53245771,25515
53247111,25500
53248450,25510
53249789,25513
53251128,25507
53252467,25511
53253806,25508
53255145,25502
53256484,25507
53257823,25507
53259161,25501
53260500,25503
53261840,25507
53263179,25521
53264517,25500
53265857,25511
53267196,25509
53268535,25510
53269874,25507
53271214,25501
53272553,25509
53273892,25517
53275231,25510
53276570,25498
53277909,25506
53279248,25502
53280588,25513
53281927,25505
53283266,25507
53284605,25507
53285944,25505
53287283,25510
53288622,25495
53289961,25500
53291300,25511
53292639,25503
53293979,25502
53295318,25504
53296658,25498
53297997,25507
53299336,25514
53300676,25503
53302016,25514
53303355,25503
53304694,25507
53306033,25511
53307372,25503
53308711,25505
53310050,25505
53311389,25507
53312729,25506
53314067,25495
53315407,25509
53316746,25497
53318085,25500
53319424,25504
53320763,25502
53322103,25504
53324707,25503
53326047,25502
53327386,25500
53328726,25500
53330065,25505
53331404,25504
53332742,25511
53334082,25489
53335421,25498
53336760,25499
53338099,25499
53339438,25504
53340777,25490
53342116,25510
53343455,25496
53344794,25501
53346133,25502
53347472,25498
53348811,25492
53350150,25507
53351488,25499
53352828,25500
53354166,25507
53355506,25507
53356845,25488
53358184,25513
53359523,25502
53360862,25505
53362201,25502
53363540,25497
53364879,25505
53366218,25498
53367557,25493
53368896,25516
53370235,25502
53371574,25500
53372913,25504
53374252,25504
53375591,25511
53376930,25501
53378272,25492
53379612,25508
53381334,25493
53382674,25499
53384015,25506
53385357,25502
53386700,25505
53388040,25506
53389379,25496
53390718,25499
53392058,25502
53393397,25504
53394736,25512
53396075,25496
53397414,25497
53398753,25508
53400092,25500
53401430,25508
53402770,25506
53404109,25505
53405448,25512
53406787,25514
53408126,25508
53409465,25502
53410804,25502
53412143,25513
53413482,25500
53414820,25510
53416159,25502
53417499,25499
53418838,25504
53420177,25499
53421516,25507
53422855,25509
53424194,25494
53425533,25507
53426871,25497
53428211,25505
53429550,25503
53430889,25497
53432228,25491
53433567,25505
53434906,25502
53436244,25504
53437583,25502
53438923,25493
53440262,25505
53441600,25495
53442940,25497
53444279,25506
53445618,25483
53446957,25500
53448296,25507
53449635,25498
53450973,25506
53452313,25497
53453652,25509
53454991,25508
53456330,25497
53457671,25504
53460276,25503
53461616,25503
53462955,25505
53464295,25506
53465634,25506
53466973,25509
53468312,25492
53469651,25504
53470990,25504
53472328,25498
53473668,25505
53475006,25501
53476346,25506
53477684,25500
53479024,25503
53480363,25510
53481702,25509
53483041,25506
53484380,25496
53485719,25494
53487058,25504
53488397,25508
53489736,25500
53491075,25492
53492414,25510
53493753,25508
53495092,25503
53496431,25503
53497770,25498
53499109,25502
53500448,25510
53501787,25497
53503126,25503
53504465,25500
53505804,25511
53507143,25500
53508481,25503
53509821,25518
53511160,25499
53512498,25502
53513838,25506
53515177,25503
53516516,25502
53517855,25509
53519194,25499
53520532,25500
53521872,25499
53523212,25499
53524551,25504
53525889,25498
53527229,25506
53528568,25502
53529907,25501
53531246,25516
53532585,25497
53533924,25500
53535264,25501
53536981,25500
53538322,25503
53539661,25506
53541003,25503
53542344,25495
53543685,25495
53545025,25507
53546364,25509
53547703,25493
53549042,25503
53550382,25507
53551721,25499
53553059,25520
53554399,25499
53555738,25503
53557077,25509
53558416,25501
53559755,25506
53561094,25506
53562433,25501
53563772,25507
53565111,25511
53566450,25499
53567789,25507
53569128,25508
53570467,25508
53571805,25509
53573144,25515
53574484,25493
53575822,25501
53577161,25511
53578501,25501
53579840,25503
53581179,25504
53582518,25498
53583857,25510
53585196,25501
53586535,25495
53587874,25506
53589213,25505
53590552,25512
53591891,25510
53593230,25516
53595834,25511
53597174,25502
53598513,25510
53599852,25513
53601191,25504
53602530,25502
53603869,25512
53605208,25503
53606548,25505
53607887,25505
53609227,25506
53610566,25509
53611906,25509
53613244,25504
53614584,25510
53615923,25509
53617263,25516
53618602,25512
53619941,25515
53621280,25504
53622619,25511
